Date,Bid,Descript
2016-03-08,000063.SZ,通信 行业 周报 十三 五 规划 纲要 积极 利好 物 联网 光通信 板块 
2016-03-08,000063.SZ,美国 宣布 制裁 中兴 中方 回应 坚决 反对 
2016-03-08,000063.SZ,港股 停牌 一览表 月日 
2016-03-08,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-03-08,000063.SZ,沪 深 两市 上市公司 停牌 一览表 月日 
2016-03-08,000063.SZ,中興涉 違反 對 伊朗 制裁 規定 被 美國 實施 出口 限制 
2016-03-08,000063.SZ,深港 通要 来 了 或 可 提前 布局 
2016-03-08,000063.SZ,中兴通讯 回应 美 商务部 对 其 出口 限制 配合 调查 
2016-03-08,000063.SZ,月日 智通 财经 港股 投资 早餐 
2016-03-08,000063.SZ,网络 强国 战略 全面 升级 股 重大 机遇 
2016-03-08,000063.SZ,长江证券 推进 互联网 繁荣 网络 经济 
2016-03-08,000063.SZ,中兴通讯 紧急 停牌 美国商务部 发出 对 其 出口 限令 
2016-03-08,000063.SZ,CavendishRFMEMS 开关 可望 取代 SOI 
2016-03-08,000063.SZ,美 制裁 中兴通讯 公司 商务部 坚决 反对 继续 交涉 
2016-03-08,000063.SZ,中兴通讯 遭美 出口 限制 股价 停牌 
2016-03-08,000063.SZ,今日 舆情 中兴通讯 美 商务部 禁止 向 中兴 出口 产品 中兴 称正 积极 沟通 条 
2016-03-07,000063.SZ,G 可 穿戴 设备 成 战略性 新兴 行业 新 增长点 
2016-03-07,000063.SZ,外交部 反对 美方 利用 其 国内法 制裁 中国 企业 
2016-03-07,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-03-07,000063.SZ,年月日 周二 明日 股票市场 重大 小道消息 预测 一览 
2016-03-07,000063.SZ,G 来 了 中兴 联手 中国移动 发布 最新型 G 高频 原型机 
2016-03-07,000063.SZ,中兴通讯 PreGMassiveMIMO 颠覆 式 创新 获 全球 CTO 认可 
2016-03-07,000063.SZ,中国科协 邓中翰 中国 力争 领跑 G 时代 附股 
2016-03-07,000063.SZ,月日 千股 千评 深市 
2016-03-07,000063.SZ,中兴 曾学忠 学习 OPPOvivo 好榜样 年 国内 重点 拓展 门店 
2016-03-07,000063.SZ,沪 深 两市 上市公司 年月日 重大 事项 交易 提示 
2016-03-07,000063.SZ,互动 中兴通讯 无线 充电 已 在 多个 城市 示范 
2016-03-07,000063.SZ,信息科技 关注 估值 低 业绩 优的 光通信 企业 荐 股 
2016-03-07,000063.SZ,中兴通讯 加码 服务 业务 强调 软 实力 
2016-03-07,000063.SZ,战略 新兴产业 投资 策略 周报 兼 两会 点评 第期 市场 风格 切换 新兴产业 蛰伏 
2016-03-07,000063.SZ,通信 行业 两会 提案 加快 发展 信息 经济 设置 农村 信息 建设 补贴 资金 
2016-03-07,000063.SZ,中兴通讯 携手 Airtel 乌干达 进行 无线网络 现代化 改造 
2016-03-07,000063.SZ,中兴 体育 营销 标杆 从 品牌 突围 到 全球 本土化 
2016-03-07,000063.SZ,中兴通讯 陆平云 计算 是 互联网 转型 的 关键 支撑 
2016-03-07,000063.SZ,新能源 车 无线 充电 加快 上市公司 积极 布局 
2016-03-07,000063.SZ,中兴 发布 智能 投影 SproPlus 平板 功能 叫板 华为 
2016-03-07,000063.SZ,MWC 科技成就 想象 中兴 MWC 展现 更 多 可能 
2016-03-07,000063.SZ,中兴 大干 快上 G 全球 发力 终端 欧洲 突破 
2016-03-07,000063.SZ,中兴通讯 PreG 获 GSMA 双料 大奖 揭秘 竟是 多维 空间 的 数学 创新 
2016-03-07,000063.SZ,中兴 将 推 G 原型机 无线 研发 年 投入 升至 亿 欧元 
2016-03-07,000063.SZ,中兴 牵手 欧洲 足球 劲旅 用 体育 营销 打开 海外 大门 
2016-03-07,000063.SZ,上市公司 日 午间 重大 公告 一览 更新 中 
2016-03-07,000063.SZ,午间 公告 汇总 中兴通讯 停牌 因 美国 拟 限制 出口 新洋丰 去年 净利 亿增 三成 
2016-03-07,000063.SZ,互动 股 股价 溢价 及 折让 对照表 
2016-03-07,000063.SZ,公司 中兴通讯 因 美国 拟 限制 出口 于 日 停牌 
2016-03-07,000063.SZ,中兴通讯 与 意大利 Linkem 签署 协议 将 在 罗马 部署 自上而下 的 LTEA 网络 
2016-03-07,000063.SZ,中兴 淡定 回应 美国 出口 限制 正在 评估 
2016-03-07,000063.SZ,报告 富瑞 美国 若 对 中兴 实施 限制 出口 设备 供应 出大 问题 
2016-03-07,000063.SZ,中兴通讯 股份有限公司 股票 临时 停牌 的 公告 
2016-03-07,000063.SZ,公司 百花 村 等 公司 因 重要 事项 今起 停牌 
2016-03-07,000063.SZ,公告 公司 停牌 中兴通讯 等 拟 披露 重大 事项 
2016-03-07,000063.SZ,量子 信息 领域 潜力 巨大 全球 首颗 量子 卫星 已 整装待发 
2016-03-07,000063.SZ,港股 停牌 一览表 月日 
2016-03-07,000063.SZ,沪 深 两市 上市公司 临时 停牌 提示 月日 
2016-03-07,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-03-07,000063.SZ,港股 未超 买 总理 报告 利新 经济 股 
2016-03-07,000063.SZ,滴滴 Uber 启动 新一轮 烧钱 模式 高铁 将 推 低价 食品 
2016-03-07,000063.SZ,特斯拉 发售 无线 充电 装置 只金股 爆发 在 即 
2016-03-07,000063.SZ,国家 科技 重大 专项 见成效 五股 将成 摇钱树 
2016-03-07,000063.SZ,特斯拉 将 发售 无线 充电 装置 股获 兴奋剂 
2016-03-07,000063.SZ,深圳 家获 资质 民企 占多数 
2016-03-07,000063.SZ,激发 振兴 新 活力 沈阳 推进 综合 改革 纪实 图 
2016-03-07,000063.SZ,中興 遭美 實施 出口 限制 
2016-03-07,000063.SZ,我国 G 前期 研发 国际 领先 
2016-03-07,000063.SZ,宝鹰股份 布局 政务 专网 发力 智慧 城市 
2016-03-06,000063.SZ,美国 拟 对 中兴通讯 设置 出口 限制 禁买 美国 产品 
2016-03-06,000063.SZ,针对 新 三板 的 企业 股权 激励 全程 指引 案例 分析 
2016-03-06,000063.SZ,美国商务部 据称 将 对 中兴通讯 采取 限制 措施 
2016-03-06,000063.SZ,美 商务部 拟 对 中兴 实施 出口 限制 
2016-03-05,000063.SZ,深圳 高房价 影响 开始 显现 实体 产业 大面积 溃退 
2016-03-05,000063.SZ,周末 最新 重磅 公司 传闻 集锦 月日 
2016-03-05,000063.SZ,iPhone 传 提前 採用 OLED 台厂 有望 沾光 AMOLED 面板 市场 看旺 
2016-03-05,000063.SZ,将 申报 厦门 重点 调研 课题 和 会计 案例 
2016-03-04,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-03-04,000063.SZ,沽空 数据 今天 截至 全日 收市 主板 之 证券 卖空 成交量 
2016-03-04,000063.SZ,月日 千股 千评 深市 
2016-03-04,000063.SZ,中兴通讯 携手 Airtel 乌干达 进行 无线网络 现代化 改造 
2016-03-04,000063.SZ,世纪 证券 通信 行业 研究 周报 
2016-03-04,000063.SZ,AMOLED 面板 市场 看旺 手机 大厂 需求 激增 
2016-03-04,000063.SZ,期待 需求 放量 
2016-03-04,000063.SZ,股 股价 及升 跌 一览 
2016-03-04,000063.SZ,快讯 汽车 整车 走势 活跃 涨 逾 福田汽车 等 股 涨停 
2016-03-04,000063.SZ,解盘 特斯拉 将 发售 无线 充电 装置 概念股 活跃 
2016-03-04,000063.SZ,今日 题材 我国 量子 卫星 望月 发射 产业 发展 提速 
2016-03-04,000063.SZ,WiFi 上市公司 迎 发展 机遇 
2016-03-04,000063.SZ,月日 私募 内幕 传闻 大 揭秘 
2016-03-04,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-03-04,000063.SZ,特斯拉 将 发售 无线 充电 装置 产业链 静待 爆发 八股 井喷 
2016-03-04,000063.SZ,特斯拉 将 发售 无线 充电 装置 无线 充电 产业 只 概念股 解析 
2016-03-04,000063.SZ,周五 A股 市场 投资 机会 汇总 
2016-03-04,000063.SZ,四大 板块 贴近 市场 热点 有 生机 私募 大佬 喊话 抄底 三 板块 
2016-03-04,000063.SZ,月日 股票交易 提示 
2016-03-04,000063.SZ,中证 早评 中场 稍事 休息 反弹 仍 未 结束 
2016-03-04,000063.SZ,博客 月日 强势股 预测 
2016-03-04,000063.SZ,早餐 年月日 
2016-03-04,000063.SZ,中兴通讯 瞄准 新能源 汽车 
2016-03-04,000063.SZ,新能源 车 无线 充电 产业化 加快 上市公司 积极 布局 
2016-03-04,000063.SZ,无线 充电 产业 静待 市场 爆发 
2016-03-04,000063.SZ,中兴通讯 董事会 换届 侯为 贵 完成 交棒 
2016-03-04,000063.SZ,无线 充电 技术 成 电动汽车 发展 方向 
2016-03-03,000063.SZ,年 工业 机器人 的 博弈 之 路 
2016-03-03,000063.SZ,新兴产业 技术 前瞻 研究 周报 G 来 的 比 预想 的 要 快 
2016-03-03,000063.SZ,月日 千股 千评 深市 
2016-03-03,000063.SZ,中兴 力维 战略 再 升级 成为 安防 行业 IDC 及 铁塔 建设 领航者 
2016-03-03,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-03-03,000063.SZ,沪深股市 权重股 撑 上证 反覆 续升 创业板 指数 吐 
2016-03-03,000063.SZ,沪深股市 权重股 撑 上证 反复 续升 创业板 指数 吐 
2016-03-03,000063.SZ,同事 App 上班 小时 除了 聊 工作 还 应玩点 不 一样 的 
2016-03-03,000063.SZ,互动 股 股价 溢价 及 折让 对照表 
2016-03-03,000063.SZ,青海 移动 试 商用 VoLTE 高清 语音 中兴 独家 承建 
2016-03-03,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-03-03,000063.SZ,央企 调整 重组 指导 意见 将 下发 概念股 望 持续 活跃 
2016-03-03,000063.SZ,G 研发 大幕 开启 终端 硝烟 已燃 
2016-03-03,000063.SZ,不怕 摔 Apple 申请 软性 OLED 屏幕 专利技术 
2016-03-02,000063.SZ,沪 深 两市 上市公司 年月日 重大 事项 交易 提示 
2016-03-02,000063.SZ,晚间 沪 深 上市公司 重大 事项 公告 最新 快递 
2016-03-02,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-03-02,000063.SZ,一定 不能 错过 大 数据 之省 因何 魅力四射 
2016-03-02,000063.SZ,G 持续 升温 将 掀 新一轮 全 行业 数字 革命 
2016-03-02,000063.SZ,中银国际 巴展 引爆 VR 等 竞争 新 投资 主线 显现 
2016-03-02,000063.SZ,大步 迈向 G 再 不 开窍 就 OUT 了 
2016-03-02,000063.SZ,中兴通讯 参加 第届 UICERTMS 大会 展示 紧凑型 GSMR 室外 解决方案 
2016-03-02,000063.SZ,月日 晚间 中国 财经 信息网 独家 证券 快报 
2016-03-02,000063.SZ,国泰君安 中 移动 加码 固网 光通信 产业链 景气 上行 
2016-03-02,000063.SZ,A股 盈利 回落 历史 低点 寻找 业绩 中 的 小 确幸 
2016-03-02,000063.SZ,月日 个股 热点 概念 绝密 情报 大 收集 
2016-03-02,000063.SZ,新 通信 行业 周报 巴展 引爆 VRGIoT 三大 硬件 竞争 行业 新 投资 主线 带来 潜在 机遇 
2016-03-02,000063.SZ,电信业 在 微利 时代 的 路上 渐行 渐远 
2016-03-02,000063.SZ,中兴通讯 MWC 顺利 闭幕 中兴 闪耀 世界 
2016-03-02,000063.SZ,通信 行业 周报 调整 尚未 结束 低吸 价值 个股 
2016-03-02,000063.SZ,事件 性 投资 机会 不 容错过 
2016-03-02,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-03-02,000063.SZ,通信 老兵 侯为 贵 给 中兴通讯 带来 了 什么 
2016-03-02,000063.SZ,到期 港股 认股证 一览表 月日 
2016-03-02,000063.SZ,早评 多头 反击 今日 市场 反弹 有望 延续 
2016-03-02,000063.SZ,每日 热点 前瞻 重点 关注 三 概念 
2016-03-02,000063.SZ,投资 有道 今日 必读 与 操盘 建议 
2016-03-02,000063.SZ,电信业 贱价 中标 怪相 亿元 基站 折价 至 亿元 
2016-03-02,000063.SZ,创业 环境变 了 特殊 VC 寻猎 独角兽 公司 
2016-03-02,000063.SZ,电信业 低价 中标 怪相 亿元 基站 折价 至 亿元 
2016-03-01,000063.SZ,十三 五 西安 重点 发展 七大 支柱产业 
2016-03-01,000063.SZ,AMOLED 面板 市场 看旺 手机 大厂 需求 激增 
2016-03-01,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-03-01,000063.SZ,异动股 晨讯 科技 料 去年 纯利 增 一倍 现升 逾 
2016-03-01,000063.SZ,今日 舆情 中兴通讯 重庆 电子 工程 职业 学院 单招 专业 介绍 条 
2016-03-01,000063.SZ,东北证券 量子 通信 获 重点 扶持 关注 主题 投资 机会 
2016-03-01,000063.SZ,中兴通讯 与 Teltronic 签署 G 专利 许可 协议 
2016-03-01,000063.SZ,近九成 深企年 利润 高于 万 
2016-03-01,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-03-01,000063.SZ,到期 港股 认股证 一览表 月日 
2016-03-01,000063.SZ,充电 桩 市场 规模 倍增 设备 企业 订单 暴增 股 受益 
2016-03-01,000063.SZ,汇生通 专注 智能化 系统集成 领域 的 智慧 城市 综合 服务商 
2016-03-01,000063.SZ,苹果 新品 发布会 倒计时 股 启动 在 即 
2016-03-01,000063.SZ,研究 股 近期 券商 研究 予 共同 推荐 有 潜力 名单 
2016-03-01,000063.SZ,深圳 充电 桩 建设 半年 增长 倍 年内 将 成新 住宅 标配 
2016-03-01,000063.SZ,另类 VC 寻猎 独角兽 公司 
2016-02-29,000063.SZ,深圳 家 上市公司 去年 净利润 同比 增幅 达 
2016-02-29,000063.SZ,月日 千股 千评 深市 
2016-02-29,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-02-29,000063.SZ,只 个股 创点 以来 新低 
2016-02-29,000063.SZ,G 概念股 有 哪些 只 G 概念股 价值 解析 
2016-02-29,000063.SZ,政策 催升 光热 产业 景气 
2016-02-29,000063.SZ,押注 国际 统一标准 中国队 力争 全球 G 主导权 
2016-02-29,000063.SZ,互动 股 股价 及升 跌 一览 
2016-02-29,000063.SZ,无线 充电 概念股 关注 这些 股票 无线 充电 概念股 一览 
2016-02-29,000063.SZ,中兴通讯 大步 迈向 G 
2016-02-29,000063.SZ,掘金 通信 设备 及 服务 两会 前 关注 智能 制造 国改 等 政策 主题 荐 股 
2016-02-29,000063.SZ,中兴通讯 立志 成为 全球 智慧 城市 领域 的 最佳 企业 
2016-02-29,000063.SZ,到期 港股 认股证 一览表 月日 
2016-02-29,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-02-29,000063.SZ,手机 厂商 缘何 纷纷 涉足 移动 支付 
2016-02-29,000063.SZ,G 撬动 新一轮 数字 变革 
2016-02-29,000063.SZ,光迅科技 盈利 能力 强劲 业绩 大幅 增长 
2016-02-29,000063.SZ,中国移动 年 互联网 电视 机顶盒 集采 华为 烽火 等家 企业 中标 
2016-02-29,000063.SZ,今日 舆情 中兴通讯 美媒称 中国 手机 追赶 三星 苹果 性能 相当 价更 低条 
2016-02-29,000063.SZ,无线 充电 商用 兴起 上市公司 布局 忙 
2016-02-29,000063.SZ,你会选 小米 三星 手机 刷卡 吗 
2016-02-27,000063.SZ,亚洲 企业 看 苹果 解 锁门 除了 华为 企业 们 不 表态 
2016-02-27,000063.SZ,中兴通讯 蔡惊哲 年内 千兆 宽带 将 普及 
2016-02-27,000063.SZ,工信部 我国 G 冲刺 年 商用 只股 任重道远 股 
2016-02-27,000063.SZ,一周 交易 提示 
2016-02-26,000063.SZ,PreG 今年 将 在 十余 国 商用 最新型 G 高频 原型机 推出 G 风口 技术 控 中兴 提前 占座 
2016-02-26,000063.SZ,月日 物 联网 新闻 早 知道 日本 将造 机器人 城 华为 杀入 随行 WiFi 市场 
2016-02-26,000063.SZ,外媒 中国 智能手机 会靠 性价比 占领 全球 
2016-02-26,000063.SZ,中 俄 丝路 创新 园 首个 产业 项目 开工 建设 
2016-02-26,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-02-26,000063.SZ,大 带宽 来 了 Orange 即将 商用 基于 XGPON 的 G 对称 业务 
2016-02-26,000063.SZ,中兴通讯 成为 NBIoTForum 主要 成员 助力 运营商 开启 千亿 连接 市场 
2016-02-26,000063.SZ,中兴 终端 启动 铁骑 计划 人才 战略 加大 投入 
2016-02-26,000063.SZ,光迅科技 分享 光通信 行业 盛宴 盈利 能力 强劲 业绩 大幅 增长 
2016-02-26,000063.SZ,青海 移动 试 商用 VoLTE 高清 语音 中兴通讯 独家 承建 
2016-02-26,000063.SZ,月日 晚间 中国 财经 信息网 独家 证券 快报 
2016-02-26,000063.SZ,中国 企业 开启 虚拟现实 产业 大幕 VR 业务 或 成为 时代 最为 显著 的 特征 
2016-02-26,000063.SZ,A股 各 行业龙头 股 一览 名单 
2016-02-26,000063.SZ,中国移动 正式 启动 G 联合 创新 中心 携手 中兴通讯 共推 G 发展 
2016-02-26,000063.SZ,GSMA 全球 移动 大奖 揭晓 LGG 获最佳 新款 移动 设备 奖 
2016-02-26,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-02-26,000063.SZ,到期 港股 认股证 一览表 月日 
2016-02-26,000063.SZ,G 冲刺 年 商用 虚拟现实 或成 杀手 级 应用 
2016-02-26,000063.SZ,中兴 玩微 投 华为 玩 PC 国产品牌 不务正业 小心 机 
2016-02-25,000063.SZ,SamsungPay 入华 打 免费 牌 NFC 移动 支付 将入 爆发 发展期 
2016-02-25,000063.SZ,月日 千股 千评 深市 
2016-02-25,000063.SZ,中兴通讯 年 后 千兆 宽带接入 将 普及 
2016-02-25,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-02-25,000063.SZ,浙商 证券 ApplePayZTEPay 交流会 NFC 的 爆发 年 
2016-02-25,000063.SZ,正式 发布 G 高频 原型机 宣布 年 PreG 规模 商用 每年 投亿欧 中兴 扮演 G 引领者 角色 
2016-02-25,000063.SZ,推 重磅 新品 Sproplus 年 重点 布局 中美 欧定 万台 目标 曾学忠 详解 中兴 打法 
2016-02-25,000063.SZ,年月日 千股 千评 
2016-02-25,000063.SZ,中兴通讯 MWC 现场 演示 PreGUDN 业务 
2016-02-25,000063.SZ,宁夏 银川 制度 改革 信息化 支撑 推动 简政放权 
2016-02-25,000063.SZ,互动 股 股价 及升 跌 一览 
2016-02-25,000063.SZ,中兴通讯 发布 高效 可 扩展 的 弹性 云 承载 解决方案 
2016-02-25,000063.SZ,中兴通讯 与 中国移动 MWC 展 联合 演示 NFV 业务 编排 器 
2016-02-25,000063.SZ,中兴通讯 与 加拿大 Mojio 结盟 剑 指 全球 车 联网 市场 
2016-02-25,000063.SZ,史上 最全 大 行业 涉及 国企改革 上市公司 汇总 
2016-02-25,000063.SZ,中兴 飞贷 金融 推出 飞贷 
2016-02-25,000063.SZ,盈警 盈喜 表列 过去 一个月 发出 盈警 及 盈喜 之 股份 
2016-02-25,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-02-25,000063.SZ,到期 港股 认股证 一览表 月日 
2016-02-25,000063.SZ,到期 港股 认股证 一览表 月日 
2016-02-25,000063.SZ,中兴通讯 年 业绩 出炉 收入 首次 跨越 千亿 净利润 同比 增 
2016-02-25,000063.SZ,中兴通讯 张建国 G 技术 同步 领先 业界 
2016-02-25,000063.SZ,虚拟现实 再度 热炒 国内 企业 积极 布局 
2016-02-25,000063.SZ,G 支撑 万物 互联 通信产业 迎 智能 机遇 
2016-02-24,000063.SZ,跨界 创新 叠加 海外 发力 中国 智能手机 产业 信心 充足 
2016-02-24,000063.SZ,直击 MWCG 距离 我们 有多远 
2016-02-24,000063.SZ,直击 MWC 大佬 们 如何 看 G 
2016-02-24,000063.SZ,ApplePay 后 是 小米 Pay 华为 Pay 中兴 Pay 国产 老牌 手机 组团 来袭 
2016-02-24,000063.SZ,苹果 三星 布局 小米 Pay 呼之欲出 移动 支付 市场 多足 鼎立 附股 
2016-02-24,000063.SZ,中兴通讯 CIO 陈杰 MWC 发表 智慧 城市 主题 演讲 
2016-02-24,000063.SZ,月日 千股 千评 深市 
2016-02-24,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-02-24,000063.SZ,中兴通讯 与 奥地利 和 记 Drei 签署 PreGMOU 
2016-02-24,000063.SZ,中兴通讯 与 韩国 电信 在 MWC 展上 联合 演示 PreG 
2016-02-24,000063.SZ,中兴通讯 荣获 GTI 年度 最佳 解决方案 杰出 贡献奖 
2016-02-24,000063.SZ,细说 世界 移动 通信 大会 上 的 热点 GVR 
2016-02-24,000063.SZ,G 时代 固网 还有 多大 空间 中兴通讯 有线 和 无线 不是 互斥 
2016-02-24,000063.SZ,年 全球 光纤网络 设备 市场 规模 高 达 亿美元 增长幅度 为 
2016-02-24,000063.SZ,中兴通讯 推出 全新 核心网 云化 解决方案 CloudWorks 
2016-02-24,000063.SZ,VimpelCom 将 在 五国 市场 推出 vEPC 商用 网络 
2016-02-24,000063.SZ,SproPlus 只是 智能 微投 你 错 了 中兴 在 下 一盘 大棋 
2016-02-24,000063.SZ,年产 智能手机 亿部 郑州 打造 全球 智能 终端 基地 
2016-02-24,000063.SZ,MWC 上 最火 的 G 离 生活 还有 多远 组图 
2016-02-24,000063.SZ,中兴通讯 PreG 获 GSMA 大奖 背后 技术创新 的 坚守 和 突破 
2016-02-24,000063.SZ,移动 支付 市场 风起云涌 股站 在 风口 
2016-02-24,000063.SZ,节后 杠杆 资金 试探性 加仓 这类 股 最受 青睐 
2016-02-24,000063.SZ,G 路 修到 何处 MWC 上 G 那些 声音 
2016-02-24,000063.SZ,盘点 MWC 那些 惊爆 眼球 的 智能 硬件 
2016-02-24,000063.SZ,中兴 物联 助力 意大利 OCTOTelematics 拓展 车 联网 UBI 领域 
2016-02-24,000063.SZ,没有 创新 动力 上市公司 研发 费用 占 比 严重不足 
2016-02-24,000063.SZ,通信产业 新一轮 投资 热潮 已经 到来 
2016-02-24,000063.SZ,MWC 展台 秀 之 中兴 篇 绝对 超乎 你 想象 
2016-02-24,000063.SZ,中兴 曾学忠 不 跟随 做 一款 Pad 升级 PC 的 概念 
2016-02-24,000063.SZ,传闻 求证 安洁科技 试制 小米 笔记本 
2016-02-24,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-02-24,000063.SZ,到期 港股 认股证 一览表 月日 
2016-02-24,000063.SZ,国际电联 启动 G 技术 评估 只 概念股 步入 发展期 
2016-02-24,000063.SZ,媒体 称 三星 支付 或 于 月日 正式 入华 
2016-02-24,000063.SZ,中兴 张树民 解读 中兴 海外 战略 
2016-02-24,000063.SZ,中兴通讯 获得 全球 移动 大奖 
2016-02-24,000063.SZ,MWC 观察 G 前夜 中国 军团 力争 全球 话语权 
2016-02-24,000063.SZ,乐视 体育 押注 中超 资本 背后 运营 是 关键 
2016-02-24,000063.SZ,国际电联 启动 G 技术 评估 推动 行业 步入 发展 关键期 
2016-02-24,000063.SZ,小贷 和 PP 借款 利率 仍 偏高 
2016-02-24,000063.SZ,苹果 三星 布局 中国移动 支付 市场 
2016-02-23,000063.SZ,中兴通讯 PreGMassiveMIMO 荣获 GSMA 全球 移动 大奖 最佳 移动 技术 突破 奖 
2016-02-23,000063.SZ,月日 物 联网 新闻 早 知道 奶牛 已配 可 穿戴 设备 人工智能 将 参与 美 空军 决策 
2016-02-23,000063.SZ,中兴通讯 PreGMassiveMIMO 获最佳 移动 技术 突破 奖 
2016-02-23,000063.SZ,中兴通讯 将 进入 GPON 普遍 时代 
2016-02-23,000063.SZ,月日 晚间 重要 行业 研究 汇总 附股 
2016-02-23,000063.SZ,索尼 不会 退出 手机 市场 重新 定义 消费者 的 通讯 方式 
2016-02-23,000063.SZ,索尼 承诺 不 退出 智能手机 业务 拒绝 沦为 配件 供应商 
2016-02-23,000063.SZ,港股 收盘 卖空 一览表 月日 
2016-02-23,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-02-23,000063.SZ,马后炮 看市 MWC 聚焦 虚拟现实 概念股 再 站 风口 
2016-02-23,000063.SZ,中兴 胡剑 智慧 银川 为什么 能 成为 智慧 城市 的 典范 
2016-02-23,000063.SZ,事件 监测 日报 高管 增减 持 动作 延续 家 公司 披露 股权 激励 
2016-02-23,000063.SZ,华林 证券 海选 新闻 基础 版 
2016-02-23,000063.SZ,G 标准 年内 或 出炉 股 暗藏 暴涨 因子 
2016-02-23,000063.SZ,业内 预计 G 标准 年内 或 出炉 相关 概念股 价值 解析 
2016-02-23,000063.SZ,安信 证券 抓住 光通信 市场 高 增长 投资 机会 
2016-02-23,000063.SZ,VR 内容 投资 渐次 走 热 相关 概念股 有 那些 值得 布局 
2016-02-23,000063.SZ,开鑫 贷年 成交 金额 增长 零 逾期 领跑 行业 
2016-02-23,000063.SZ,中兴通讯 携手 TMA 成功 完成 G 传输 测试 
2016-02-23,000063.SZ,中国 新一代 VR 投影仪 亮相 虚拟现实 早盘 活跃 
2016-02-23,000063.SZ,从 技术标准 到 跨界 融合 中国 企业 力争 全球 产业 主导权 
2016-02-23,000063.SZ,华为 三星 同时 发布 新品 欲 对抗 苹果 
2016-02-23,000063.SZ,沪 指 跳水 超 击穿 日线 大 金融 领跌 得而复失 
2016-02-23,000063.SZ,中兴通讯 与 TeliaSonera 在 车 联网 领域 开启 合作 
2016-02-23,000063.SZ,中兴通讯 融资 融券 数据 月日 
2016-02-23,000063.SZ,G 还 没用 上 G 就要 来 了 库克 再次 叫板 FBI 黑马 早报 
2016-02-23,000063.SZ,到期 港股 认股证 一览表 月日 
2016-02-23,000063.SZ,胜算 在握 姚亮 威 股市 已 进入 熊市 推荐 国药 
2016-02-23,000063.SZ,新 通信 行业 周报 巴展 在 即 广电 风动 关注 通信 设备 和 三网 融合 潜在 机会 
2016-02-23,000063.SZ,评论 世界 移动 通信 大会 召开 A股 持续 大 热点 
2016-02-23,000063.SZ,业内 预计 G 标准 年内 出炉 商用 步伐 将 加快 股 
2016-02-23,000063.SZ,研究 股 近期 券商 研究 予 共同 推荐 机会 大 名单 
2016-02-23,000063.SZ,好风 凭借 力 中兴 物联 深入 拓展 国际市场 
2016-02-23,000063.SZ,让 红包 飞 中兴通讯 云 计算 润物细无声 
2016-02-23,000063.SZ,周二 最新 重磅 公司 传闻 集锦 月日 
2016-02-23,000063.SZ,MWC 聚焦 虚拟现实 A股 公司 抢滩 产业链 
2016-02-23,000063.SZ,中兴 副总裁 曾学忠 详解 战略 借势 体育 营销 重点 突围 欧洲 
2016-02-23,000063.SZ,世界 移动 通信 大会 召开 虚拟现实 概念 再 获 热炒 附股 
2016-02-22,000063.SZ,专访 华为 轮值 CEO 郭平 华为 G 三年 投入 亿美元 
2016-02-22,000063.SZ,G 时代 正在 加速 到来 
2016-02-22,000063.SZ,小 订单 折射 中国 经济 新亮点 
2016-02-22,000063.SZ,技术创新 的 PreG 如何 勾画 G 蓝图 
2016-02-22,000063.SZ,法国电信 选择 中兴通讯 为 其 承建 西班牙 分支 的 光纤网络 
2016-02-22,000063.SZ,国泰君安 移动 支付 主题 风云际会 鲶鱼 效应 掀 投资 巨浪 
2016-02-22,000063.SZ,沽空 数据 今天 截至 全日 收市 主板 之 证券 卖空 成交量 
2016-02-22,000063.SZ,截至 月日 A H股 共计 只 股票 股价 倒挂 
2016-02-22,000063.SZ,移动 通信 大会 将 催热 只 股票 
2016-02-22,000063.SZ,年月日 千股 千评 
2016-02-22,000063.SZ,月日 千股 千评 深市 
2016-02-22,000063.SZ,事件 监测 日报 家 公司 发布 分红 预案 高管 增减 持 情况 激增 
2016-02-22,000063.SZ,中兴 HK 夥中 移动 HK 发布 新型 G 高频 原型机 
2016-02-22,000063.SZ,G 概念股 盛路通信 车 联网 电子对抗 快速增长 
