Date,Bid,Descript,pred
2017/3/15,000063.SZ,娈蜂竴姘?鍑轰换 涓叴閫氳 钁ｄ簨闀?鎵嬫満 涓氬姟 钃勫娍寰呭彂 ,-1
2017/3/15,000063.SZ,鍏夐€氫俊 琛屼笟 鏅皵 搴?鍙 鑲?鍊煎緱 閲嶇偣 鍏虫敞 ,1
2017/3/16,000063.SZ,涓叴閫氳 澶嶇墝 澶╅噺 娑ㄥ仠 姝ゅ墠 鍒氭敹 浜?缃氬崟 浠€涔?鎯呭喌 ,1
2017/3/16,000063.SZ,涓叴閫氳 榫欎簳 璺?涔板叆 閫?浜垮皝 娑ㄥ仠 鍒稿晢 鏀捐█ 杩樻湁 娑ㄥ箙 ,-1
2017/3/16,000063.SZ,涓叴閫氳 榫欒檸姒?鏁版嵁 ,1
2017/3/16,000063.SZ,涓叴閫氳 澶嶇墝 宸ㄩ噺 娑ㄥ仠 涓滄柟 璇佸埜 鏉窞 榫欎簳 璺?涔板叆 閫?,1
2017/3/16,000063.SZ,涓叴閫氳 浠婃棩 澶嶇墝 鍚?娑ㄥ仠 娴烽€?璇佸埜 钀ヤ笟閮?鍗栧嚭 浜?,1
2017/3/16,000063.SZ,鍒稿晢 鍔涙尯 涓叴閫氳 鏈烘瀯 娓歌祫 榻?涔板叆 ,-1
2017/3/16,000063.SZ,骞?涓浗 鍥介檯 涓撳埄鐢宠 閲?澧?涓叴 鎺掑悕 鍏ㄧ悆 绗竴 ,-1
2017/3/16,000063.SZ,涓叴閫氳 鍛ㄥ洓 鏀剁洏 鑲′环 娑ㄥ仠 鎶ユ敹 浜庡厓 ,-1
2017/3/16,000063.SZ,鍏夊ぇ 閫氫俊 鐢版槑鍗?鍥㈤槦 涓叴閫氳 澶勭綒 闈村瓙 钀藉湴 涓暱鏈?甯冨眬 鏃?鐐?鏄剧幇 ,-1
2017/3/16,000063.SZ,涓叴閫氳 PCT 鍥介檯 涓撳埄鐢宠 涓夊害 澶哄啝 杩炵画 骞?灞?鍏ㄧ悆 鍓?涓?,1
2017/3/16,000063.SZ,涓叴閫氳 澶嶇墝 寮哄娍 娑ㄥ仠 澶氬 鍒稿晢 鍙戝竷 鐮旀姤 琛ㄧず 鐪嬪ソ ,1
2017/3/16,000063.SZ,涓?鏈烘瀯 璇?涓叴閫氳 鍩烘湰闈?鎷愮偣 鍔?浼板€?淇 鐩爣 绌洪棿 ,-1
2017/3/16,000063.SZ,涓叴閫氳 A 澶嶇墝 娑ㄥ仠 H鑲?缁х画 涓婃敾 ,1
2017/3/16,000063.SZ,鍦?缇?琚?缃?鍏憡 涓€鍛?鍚?涓叴閫氳 宸?涓?鎶曡祫鑰?娌熼€?澶嶇墝 ,1
2017/3/16,000063.SZ,鏅ㄤ細 鑱氱劍 鍏徃 涓叴閫氳 绉戣瀺 鐜 涓浗鑱旈€?绁為浘 鐜繚 涓箍鏍告妧 ,1
2017/3/16,000063.SZ,涓叴閫氳 涓叴 鑳藉惁 涓叴 澶╂椂鍦板埄浜哄拰 绋嬫垚 ,-1
2017/3/16,000063.SZ,鏂规 璇佸埜 鍔涙帹 涓叴閫氳 澶у娍 宸辨槑 鐨?鍏ㄧ悆 涓?璁惧 榫欏ご 鍏徃 ,1
2017/3/17,000063.SZ,涓叴閫氳 鍩烘湰闈?鎷愮偣 鍙犲姞 浼板€?淇 鐩爣浠?,1
2017/3/17,000063.SZ,绗懆 鐢充竾 瀹忔簮 TMT 鍚堥泦 涓叴閫氳 閲嶇 娣卞害 鍩烘湰闈?鎷愮偣 鍙犲姞 浼板€?淇 鐩爣 绌洪棿 ,1
2017/3/17,000063.SZ,娴烽€?鏈?鍔叉澗 鍥㈤槦 涓叴閫氳 SZ 璺熻釜 鎶ュ憡 娈蜂竴姘?鍥炲綊 閲嶆帉 澶у眬 鏈夊姪 骞崇ǔ杩囨浮 鐩堝埄 鏀瑰杽 ,1
2017/3/17,000063.SZ,涓叴閫氳 ICT 鏃朵唬 G 棰嗚埅 浜?,1
2017/3/17,000063.SZ,涓叴閫氳 鍏徃 鍔ㄦ€?鐐硅瘎 澶嶇墝 鍚?缁х画 鎺ㄨ崘 闃电棝 鍚?鏈熷緟 閲嶇敓 ,-1
2017/3/17,000063.SZ,涓叴閫氳 楂樺紑楂?璧扮幇 娑ㄨ繎 ,-1
2017/3/17,000063.SZ,榫欐箹 娣橀噾 鏈烘瀯 闈掔潗 涓叴閫氳 ,1
2017/3/17,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?楠ゅ ,-1
2017/3/17,000063.SZ,鍑哄彛 绠″埗 浜嬩欢 杈炬垚 鍜岃В 涓叴閫氳 澶嶇墝 鏀鹃噺 澶ф定 ,-1
2017/3/19,000063.SZ,鎷涘晢 閫氫俊涓?娣卞害 鎶ュ憡 涓嬬瘒 涓叴閫氳 MICT 鏃朵唬 閫氫俊 榫欏ご 浠峰€?鍐?鍙戠幇 ,1
2017/3/21,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?楠ゅ ,1
2017/3/22,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?楠ゅ ,1
2017/3/23,000063.SZ,鏃ユ櫄 鍏憡 绮鹃€?涓?涓叴閫氳 骞?浜忔崯 ,1
2017/3/23,000063.SZ,鏅氶棿 閲嶈 鍏憡 杈惧畨 鑲′唤 涓鐜?閬編 鍒惰 涓叴閫氳 鍘诲勾 浜?浜?,1
2017/3/23,000063.SZ,涓叴閫氳 骞?鍑€鍒╂鼎 浜忔崯 ,1
2017/3/23,000063.SZ,涓叴閫氳 骞?鍑€鍒?浜忔崯 浜?涓昏 鏄?缁?缇庡浗 璧旈挶 浜?,1
2017/3/23,000063.SZ,涓叴閫氳 骞?钀ユ敹 PreG 浜у搧 绯诲垪 閫愭 鍟嗙敤 ,1
2017/3/23,000063.SZ,涓叴閫氳 骞?涓氱哗 鍚屾瘮 杞簭 鍑€浜?,-1
2017/3/23,000063.SZ,涓婂競鍏徃 鏅氶棿 鍒╃┖ 鍏憡 涓叴閫氳 鍑€浜忔崯 ,1
2017/3/23,000063.SZ,涓叴閫氳 骞?鍑€浜忔崯 ,1
2017/3/23,000063.SZ,閬?缇庡浗 鍒惰 鑷?涓叴閫氳 骞?浜忔崯 ,1
2017/3/23,000063.SZ,骞存姤 涓叴閫氳 鍥?璁℃彁 缇庡浗 缃氭 鎹熷け 骞?浜忔崯 浜?,1
2017/3/23,000063.SZ,涓叴閫氳 骞村噣 浜忕郴 鍥?璁℃彁 缇庡浗 宸ㄩ 缃氭 鎵€鑷?,1
2017/3/23,000063.SZ,涓叴閫氳 鑲′唤鏈夐檺鍏徃 鍏充簬 钁ｄ簨闀?鍙樻洿 鐨?鍏憡 ,1
2017/3/23,000063.SZ,涓叴閫氳 鑲′唤鏈夐檺鍏徃 鍏充簬 钁ｄ簨闀?鍙樻洿 鐨?鍏憡 ,1
2017/3/23,000063.SZ,涓叴閫氳 涓?缇?鍙告硶閮?鍗忚 宸?鑾峰噯 鐢熸晥 ,-1
2017/3/23,000063.SZ,鑰佸皢 娈蜂竴姘戦噸 鎺?涓叴閫氳 澶嶅叴 涔?璺?鑱氱劍 G ,-1
2017/3/23,000063.SZ,涓叴閫氳 涓?缇?鍙告硶閮?鍗忚 宸?鑾峰噯 鐢熸晥 ,1
2017/3/23,000063.SZ,鏃╅棿 鍏憡 涓叴閫氳 涓?缇庡浗 鍜岃В 鍗忚 姝ｅ紡 鐢熸晥 ,1
2017/3/23,000063.SZ,鏃╅棿 鍏憡 涓叴閫氳 涓?缇庡浗 鍜岃В 鍗忚 姝ｅ紡 鐢熸晥 ,1
2017/3/24,000063.SZ,涓叴閫氳 鍗庢柊姘存偿 鍥界粺 鑲′唤 鐐硅瘎 瀹?鐐硅瘎 瀹?,1
2017/3/24,000063.SZ,涓叴閫氳 涓氱哗 绗﹀悎 棰勬湡 鍩烘湰 闈㈠悜 濂?,-1
2017/3/24,000063.SZ,涓叴閫氳 涓?BIS 杈炬垚 鐨?鍗忚 宸?鐢熸晥 ,1
2017/3/24,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?鍑忓皯 ,1
2017/3/24,000063.SZ,涓叴閫氳 涓?BIS 杈炬垚 鐨?鍗忚 宸?鐢熸晥 ,1
2017/3/24,000063.SZ,鏃╅棿 鍏憡 鍖楀寲 鑲′唤 閲嶇粍 鑾?鍥借祫濮?鎵瑰 涓叴閫氳 涓?BIS 鍜岃В 鍗忚 鐢熸晥 ,1
2017/3/24,000063.SZ,涓叴閫氳 鍘诲勾 钀ユ敹 浜?PreG 浜у搧 绯诲垪 閫愭 鍟嗙敤 ,-1
2017/3/24,000063.SZ,娴烽€?閫氫俊 涓叴閫氳 骞存姤 鐐硅瘎 涓氱哗 绗﹀悎 甯傚満 棰勬湡 寮€婧愯妭娴?杩庢帴 G 鏈洪亣 ,1
2017/3/27,000063.SZ,涓叴閫氳 鍏徃 鐐硅瘎 缇庡浗 澶勭綒 鑷?涓氱哗 鎵垮帇 杞昏 鍐?涓?MICT 寰侀€?,1
2017/3/27,000063.SZ,娴烽€?鏈?鍔叉澗 鍥㈤槦 涓叴閫氳 SZ 娣卞害 鐮旂┒ 甯傚満 瀵″ご 鍨勬柇 鏍煎眬 榧庡畾 G 鏈洪亣 娓愭潵 ,-1
2017/3/27,000063.SZ,涓叴閫氳 杞昏 涔嬭函 鑱氱劍 涓氬姟 娣辫€?鍏ㄩ潰 甯冨眬 浜彈 G 绾㈠埄 ,1
2017/3/27,000063.SZ,涓叴閫氳 缇庡浗 澶勭綒 鍜岃В 闈村瓙 钀藉湴 杩愯惀鍟?甯傚満浠介 鎻愬崌 ICT 鎶€鏈?甯冨眬 娣卞叆 ,-1
2017/3/27,000063.SZ,涓叴閫氳 HK 骞?鍏ㄥ勾 涓氱哗 ,1
2017/3/28,000063.SZ,涓叴閫氳 鍦?缇?琚?寮€ 浜?缃氬崟 鍜岃В 璁ょ綒 涓冨勾 鐧藉共 ,1
2017/3/28,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?鍑忓皯 ,1
2017/3/29,000063.SZ,鍥?鏃犳硶 涓?鎺ц偂 鑲′笢 鍚屾椂 鎶湶 骞存姤 涓婃捣 涓叴 瀹ｅ竷 鍋滅墝 ,-1
2017/3/29,000063.SZ,涓叴閫氳 浠婃棩 琚?缇庡浗鏀垮簻 绉诲嚭 榛戝悕鍗?,-1
2017/3/29,000063.SZ,涓叴閫氳 灏?琚?缇庡浗 绉诲嚭 鍑哄彛 闄愬埗 鍚嶅崟 ,-1
2017/3/29,000063.SZ,涓叴閫氳 灏?琚?缇庡浗 绉诲嚭 鍑哄彛 闄愬埗 鍚嶅崟 ,-1
2017/3/29,000063.SZ,涓叴閫氳 琚?绉诲嚭 缇庡浗 鍑哄彛 闄愬埗 鍚嶅崟 ,-1
2017/3/29,000063.SZ,涓叴閫氳 缁?缇庡浗鍟嗗姟閮?寤鸿 鍏徃 灏?浜?琚?绉诲嚭 瀹炰綋 榛戝悕鍗?,1
2017/3/29,000063.SZ,缇庡浗 灏?涓叴閫氳 浠?璐告槗 榛戝悕鍗?涓?绉诲嚭 ,1
2017/3/29,000063.SZ,缇?鍟嗗姟閮?灏?涓叴閫氳 浠?璐告槗 榛戝悕鍗?涓?绉诲嚭 ,1
2017/3/29,000063.SZ,璺€?涓叴閫氳 ZTE 浠?缇庡浗鍟嗗姟閮?榛戝悕鍗?涓?琚?绉婚櫎 ,-1
2017/3/31,000063.SZ,涓叴閫氳 浠婃棩 澶у畻 浜ゆ槗 鎴愪氦 涓囪偂 鎴愪氦浠?鍏?鎶樹环 ,1
2017/3/31,000063.SZ,涓叴閫氳 鑲′唤鏈夐檺鍏徃 鍏充簬 閲嶅ぇ 浜嬮」 杩涘睍 鍏憡 ,1
2017/3/31,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?鍑忓皯 ,-1
2017/4/5,000063.SZ,涓叴閫氳 楂樼 鍙樺姩 浠?鍦?缁х画 宀?鏇?瀛﹀繝 杈炰换 鎵ц 鍓€昏 ,1
2017/4/5,000063.SZ,涓叴閫氳 鏇惧蹇?鍥?涓汉 鍘熷洜 璇疯緸 鎵ц 鍓€昏 ,1
2017/4/5,000063.SZ,涓叴閫氳 鏇惧蹇?杈炰换 鎵ц 鍓€昏 ,-1
2017/4/5,000063.SZ,涓叴閫氳 鎵ц 鍓€昏 鏇惧蹇?杈炶亴 ,1
2017/4/5,000063.SZ,鏇惧蹇?绂昏亴 浠?鏄?涓叴閫氳 鍙蹭笂 鏈€ 骞磋交 鐨?鎵ц 鍓€昏 ,1
2017/4/6,000063.SZ,涓叴閫氳 鍙?鍏憡 绉?鏇?瀛﹀繝 宸?绂昏亴 鏇句换 鎵ц 鍓€昏 ,1
2017/4/6,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?鍑忓皯 ,1
2017/4/6,000063.SZ,棰嗗厛 澶у競 A 璇勭骇 閫氫俊 琛屼笟 鍔ㄦ€佸垎鏋?浣?浼板€?閫氫俊 榫欏ご 鍩烘湰闈?鎷愮偣 鍒版潵 ,-1
2017/4/7,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?鍑忓皯 ,1
2017/4/10,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?楠ら檷 ,1
2017/4/11,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?楠ら檷 ,-1
2017/4/13,000063.SZ,鍥戒紒 绾㈢ 涓叴閫氳 鎸?鍚岃 涔?杩濆弽 鍒惰 浼婃湕 绂佷护 缇庡浗 璁憳 淇?璋冩煡 ,-1
2017/4/14,000063.SZ,涓叴閫氳 鑽ｈ幏 鐗?鑱旂綉 骞村害 鏈€浣?鍒涙柊 浼佷笟 鍜?骞村害 浼樼 鍒涙柊 浜у搧 鍙屾枡 澶?,1
2017/4/14,000063.SZ,涓叴 寰數瀛?鍘诲勾 閿€鍞?鍒囧叆 骞跨數 澶氬獟浣?甯傚満 ,-1
2017/4/16,000063.SZ,鍥藉悰 閫氫俊 瀹嬪槈鍚?鍥㈤槦 涓?绉诲姩 鍏夌氦 闆嗛噰 鍦?鍗?淇℃伅 鍩哄缓 鏅皵 楂樻定 閫氫俊 琛屼笟鍔ㄦ€?璺熻釜 ,1
2017/4/17,000063.SZ,涓叴閫氳 涓€瀛ｅ害 钀ユ敹 鍑€鍒╂鼎 鍚屾瘮 澧為暱 ,-1
2017/4/17,000063.SZ,澶栧獟 涓叴 鍦?缇庡浗 鏅鸿兘鎵嬫満 甯傚満 绋虫 鍙戝睍鍓嶆櫙 鐪嬪ソ ,1
2017/4/17,000063.SZ,涓叴閫氳 绗竴瀛ｅ害 钀ユ敹 浜挎嫙 浜?璁よ喘 鍩洪噾 ,1
2017/4/17,000063.SZ,涓叴閫氳 涓€瀛ｅ害 鍑€鍒?澧炶繎 浜?璁よ喘 涓拰绉嬪疄 鍩洪噾 ,1
2017/4/17,000063.SZ,涓叴閫氳 Q 钀ユ敹 浜?鍚屾瘮 澧為暱 鍑€鍒╂鼎 浜?鍚屾瘮 澧為暱 ,1
2017/4/17,000063.SZ,涓叴閫氳 涓€瀛ｅ害 鍑€鍒╂鼎 鍚屾瘮 澧為暱 ,1
2017/4/17,000063.SZ,鍑烘捣 璁扮編濯?鍒嗘瀽 涓叴 鍦?缇庡浗 鏅鸿兘鎵嬫満 甯傚満鍓嶆櫙 鍏夋槑 ,1
2017/4/18,000063.SZ,涓叴閫氳 涓氱哗 閫愭 濂借浆 寮€鍚?涓叴 涔?璺?,1
2017/4/18,000063.SZ,涓叴閫氳 涓€ 瀛ｆ姤 鐐硅瘎 涓€ 瀛ｆ姤 琛ㄧ幇 闈撲附 鐮斿彂 鍙戦叺 淇?涓叴 ,1
2017/4/18,000063.SZ,涓叴閫氳 浠?鐮斿彂 鎶曞叆 鐪?涓叴閫氳 娼滃湪 浠峰€?澶?,-1
2017/4/18,000063.SZ,涓叴閫氳 涓€瀛ｅ害 鍑€鍒╂鼎 澧為暱 ,-1
2017/4/19,000063.SZ,绋?绔嬫柊 灏?鎺ヤ换 涓叴 缁堢 鏂?鎺岄棬 鍏ㄩ潰 璐熻矗 涓叴 鎵嬫満 涓氬姟 ,1
2017/4/19,000063.SZ,涓叴 鎵嬫満 鍗婂勾 涓ゆ崲 鎺岄棬 宀佺▼ 绔嬫柊 鍑轰换 缁堢 浜嬩笟閮?鎬荤粡鐞?,1
2017/4/19,000063.SZ,涓叴閫氳 绛瑰垝 骞?鑲℃潈 婵€鍔?璁″垝 璧?鍋滅墝 ,1
2017/4/19,000063.SZ,鍏憡 鎽樿 涓叴閫氳 HK 鑲′唤 鍋滅墝 娑?绛瑰垝 鑲℃潈 婵€鍔?,-1
2017/4/19,000063.SZ,涓叴閫氳 鍋滅墝 绛瑰垝 鑲℃潈 婵€鍔?,-1
2017/4/19,000063.SZ,涓叴閫氳 骞?涓€ 瀛ｆ姤 鐐硅瘎 ,-1
2017/4/19,000063.SZ,涓叴 鎵嬫満 鍐嶅害 鎹㈠竻绋?绔嬫柊 鍗囦换 鏂?鎺岄棬 ,1
2017/4/19,000063.SZ,涓叴閫氳 HK 骞?绗竴瀛ｅ害 鎶ュ憡 ,-1
2017/4/19,000063.SZ,鏂?閫氫俊 琛屼笟 鍛ㄦ姤 鍗庝负 寮哄姏 鎶曞叆 鍏湁 浜?鎴樼暐 鍏ㄩ潰 浜戝寲 缃戠粶 灏?鏄?鏋舵瀯 闀挎湡 鍙橀潻 鏂瑰悜 ,-1
2017/4/20,000063.SZ,鏂规 閫氫俊 涓叴閫氳 澶у娍 宸辨槑 鐨?鍏ㄧ悆 涓?璁惧 榫欏ご ,-1
2017/4/20,000063.SZ,涓叴閫氳 鍏徃 鍔ㄦ€?鐐硅瘎 涓氱哗 绋冲仴 澧為暱 鐩堝埄 鑳藉姏 澧炲己 ,-1
2017/4/20,000063.SZ,涓叴閫氳 鍏徃 鍔ㄦ€?鐐硅瘎 涓氱哗 绋冲仴 澧為暱 鐩堝埄 鑳藉姏 澧炲己 ,-1
2017/4/20,000063.SZ,涓叴閫氳 鐮斿彂 鍗?姣?鍒涙柊 楂?鐪嬪ソ 缁堢 涓氬姟 ,-1
2017/4/20,000063.SZ,涓叴閫氳 寰愬姏 鍥㈤槦 涓€瀛ｅ害 琛ㄧ幇 鎶㈢溂 澶?涓氬姟 绾?鐮斿彂 鍌ㄥ 闆勫帤 鎻愬崌 鏈潵 鐩堝埄 娼滃姏 ,-1
2017/4/21,000063.SZ,鏄熸簮 鏉愯川 鑱樿倴 鑹充附 涓?璇佷唬 鏇句换 渚涜亴 闀跨泩 绮惧瘑 鍜?涓叴閫氳 ,1
2017/4/21,000063.SZ,涓叴閫氳 涓€瀛ｅ害 涓氱哗 澧為暱 浜溂 鍏虫敞 娌荤悊 鏀瑰杽 甯︽潵 鐨?闀挎湡 鍙橀潻 ,-1
2017/4/21,000063.SZ,鐪嬪ソ 璇勭骇 閫氫俊 琛屼笟 涓€ 瀛ｆ姤 鍓嶇灮 鍏夐€氫俊 鏅皵 鎸佺画 鍏虫敞 鐗?鑱旂綉 鍙?缃戠粶瀹夊叏 鍙戝睍 鏈洪亣 ,-1
2017/4/24,000063.SZ,涓叴閫氳 鎷?瀹炴柦 绗笁娆?鑲℃潈 婵€鍔?璁″垝 瑕嗙洊 瓒呭悕 鏍稿績 楠ㄥ共 鍛樺伐 ,-1
2017/4/24,000063.SZ,涓叴閫氳 鎷?鎺?鑲℃潈 婵€鍔?瑕嗙洊 閫惧悕 鏍稿績 楠ㄥ共 鍛樺伐 ,1
2017/4/24,000063.SZ,鍏憡 鎽樿 涓叴閫氳 HK 灏?浜?澶嶇墝 ,1
2017/4/24,000063.SZ,涓叴閫氳 鎷?鎺?浜夸唤 鑲＄エ 鏈熸潈 婵€鍔?璁″垝 鏃ュ鐗?,-1
2017/4/24,000063.SZ,涓叴閫氳 鍏徃 鍔ㄦ€?鐐硅瘎 涓氱哗 濂借浆 鑲℃潈 婵€鍔?鏄?淇″績 ,-1
2017/4/24,000063.SZ,閬?缇庡浗鍟嗗姟閮?浜跨編閲?閲嶇綒 涓叴 鑲′环 鍗?灞?鍒涙柊 楂?,1
2017/4/24,000063.SZ,閬?缇庡浗鍟嗗姟閮?浜跨編閲?閲嶇綒 涓叴 鑲′环 鍗?灞?鍒涙柊 楂?,1
2017/4/24,000063.SZ,涓叴閫氳 涓€ 瀛ｆ姤 鐐硅瘎 Q 钀ユ敹 鍒╂鼎 浜溂 涓氱哗 澧為暱 鍙?鏈?,1
2017/4/24,000063.SZ,鍥藉悰 閫氫俊 瀹嬪槈鍚?鍥㈤槦 鍙嶅€鹃攢 娴峰 闇€姹?鎻愬崌 鍏夌氦 渚涢渶 鏅皵 閫氫俊 琛屼笟鍔ㄦ€?璺熻釜 ,-1
2017/4/25,000063.SZ,涓叴閫氳 澶ц妯?鑲℃潈 婵€鍔?鍑哄彴 涓婁笅涓€蹇?鐚涘啿 涓氱哗 ,1
2017/4/25,000063.SZ,涓叴閫氳 鑲℃潈 婵€鍔?鑽夋 鍏竷 涓氱哗 鎸囧紩 鏄庣‘ ,-1
2017/4/25,000063.SZ,涓叴閫氳 鑲℃潈 婵€鍔?寮€鍚?鏂?寰佺▼ 涓氱哗 鍩烘暟 鏍?鏈潵 淇″績 ,-1
2017/4/25,000063.SZ,鍙蹭笂 鏈€涓?婵€鍔?鎶樺皠 涓叴 淇″績 涓叴閫氳 鑲℃潈 婵€鍔?鐐硅瘎 鍥藉悰 閫氫俊 瀹嬪槈鍚?鍥㈤槦 ,1
2017/4/25,000063.SZ,鍗庡垱 閫氫俊 鏉?娴峰嘲 鍥㈤槦 涓叴閫氳 SZ 鑲℃潈 婵€鍔?鐐硅瘎 鍘夊 浜?鎴?鐨?鍏?鐜板湪 涔?涓叴 灏辨槸 涔?鍏徃 绠＄悊 杈归檯 鏀瑰杽 钃濈 浠峰€?鍥炲綊 ,-1
2017/4/26,000063.SZ,寮€鏀?鎶€鏈?鏈嶅姟骞冲彴 涓叴閫氳 鍚瑰搷 鏁板瓧鍖?闆嗙粨 鍙?,1
2017/4/26,000063.SZ,涓叴閫氳 浜嬩欢 鐐硅瘎 鑲℃潈 婵€鍔?璁″垝 褰版樉 淇″績 涓€瀛ｅ害 涓氱哗 绋冲 ,1
2017/4/26,000063.SZ,鏂颁笢鏂?鍦ㄧ嚎 鏍″洯 甯傚満 鎺ョ 涓叴 鏍″洯 鍏ㄥ浗 鍥㈤槦 澶疄 鍦ㄧ嚎鏁欒偛 棰嗗煙 鏍″洯 娓犻亾 鍔叉梾 鍦颁綅 ,1
2017/4/26,000063.SZ,涓叴閫氳 鑲℃潈 婵€鍔?鍔涘害 绌哄墠 G 鍐插埡 闃舵 鍏徃 杩庢潵 鍙戝睍 鎷愮偣 ,1
2017/4/26,000063.SZ,鍥戒俊 璇佸埜 涓婅皟 涓叴閫氳 璇勭骇 鑷?涔板叆 ,1
2017/4/26,000063.SZ,甯冨眬 鍏ㄧ悆 涓叴閫氳 鐗?鑱旂綉 涓撳埄 灞?涓栫晫 鍓嶅垪 ,1
2017/4/26,000063.SZ,鍏夊ぇ 閫氫俊 鐢版槑鍗?鍥㈤槦 涓叴閫氳 SZ 瀹炴柦 鑲℃潈 婵€鍔?褰版樉 闀挎湡 鍙戝睍 淇″績 ,-1
2017/4/26,000063.SZ,涓叴閫氳 铻嶈祫 浣欓 涓?杈?鍓?涓€鏃?鍑忓皯 ,1
2017/4/26,000063.SZ,閫氫俊 涓叴閫氳 澶ц妯?鑲℃潈 婵€鍔?杩呴€?钀藉湴 鍩烘湰闈?鎸佺画 鍚?濂?涓氱哗 鍙?鏈?,1
2017/4/27,000063.SZ,涓叴閫氳 涓惧姙 棣栧眾 鍒涘叴鏃?,-1
2017/4/28,000063.SZ,涓叴閫氳 鑲℃潈 婵€鍔?绱ф彙 G 鍟嗘満 涓婁笅涓€蹇?涓氱哗 鍙?鏈?,-1
2017/4/28,000063.SZ,涓叴閫氳 鍚堜綔浼欎即 澶т細 寮€骞?鍏变韩 鏁板瓧 缁忔祹 绾㈠埄 ,-1
2017/5/1,000063.SZ,鍥藉悰 閫氫俊 瀹嬪槈鍚?鍥㈤槦 杩愯惀鍟?璐㈡姤 鍑虹倝 涓?绉诲姩 FTTH 鐢ㄦ埛 婵€澧?閫氫俊 琛屼笟鍔ㄦ€?璺熻釜 ,1
2017/5/2,000063.SZ,娴烽€?閫氫俊 閲?鍙?閫氫俊 纭欢 鍙?榫欏ご 涓叴閫氳 涓檯 瑁呭 娣卞害 鎶ュ憡 鍙楃泭 G 浜?璁＄畻涓績 榫欏ご ,1
2017/5/2,000063.SZ,閫氫俊 琛屼笟 骞?骞存姤 鐐硅瘎 琛屼笟 鎸佺画 浣庤糠 鍏虫敞 娌荤悊 鏀瑰杽 楂?澹佸瀿 鍨?鍏徃 ,1
2017/5/2,000063.SZ,閫氫俊 琛屼笟 澶х洏 璋冩暣 涔嬮檯 鍏虫敞 缁╀紭 閫氫俊 涓偂 ,1
2017/5/2,000063.SZ,閫氫俊 琛屼笟 鏈潵 鎸佺画 娆х編 鍏夌氦 鍙嶅€鹃攢 涓浗鑱旈€?寮€閫?棣栦釜 G 鍟嗙敤 璇曠偣 ,1
2017/5/2,000063.SZ,鍥藉悰 閫氫俊 瀹嬪槈鍚?鍥㈤槦 鍐棩 鏆?闃冲厜 閫氫俊 鐗?鑱旂綉 娣锋敼 鍜?涓撶綉 骞?閫氫俊 琛屼笟 骞存姤 缁艰堪 ,-1
2017/5/7,000063.SZ,鍏夊ぇ 閫氫俊 鍛ㄦ姤 浼橀€?楂?鏅皵 琛屼笟榫欏ご 鎶婃彙 鐗?鑱旂綉 浜т笟 鏈洪亣 ,-1
2017/5/8,000063.SZ,涓叴閫氳 绉瀬 鎺ㄥ姩 G 鎶€鏈?灏藉揩 鍟嗙敤 ,1
2017/5/8,000063.SZ,涓叴閫氳 鎶湶 鏀惰喘 鍦熻€冲叾 涓婂競鍏徃 杩涘睍 ,-1
2017/5/8,000063.SZ,涓叴閫氳 鎶湶 鏀惰喘 鍦熻€冲叾 鍏徃 杩涘睍 ,-1
2017/5/8,000063.SZ,澶?琛?璇勭骇 涓叴閫氳 HK 鍚屾剰 鏀惰喘 鍦熻€冲叾 鍏徃 Neta 鑲℃潈 ,-1
2017/5/10,000063.SZ,涓叴閫氳 涓?OEP 绛剧讲 琛ュ厖鍗忚 灏藉揩 鏀惰喘 NETAS ,1
2017/5/11,000063.SZ,楂?鏂板叴 涓叴 鐗╄仈 棰嗗厛 鐨?鐗?鑱旂綉 閫氫俊 妯″潡 渚涘簲鍟?,-1
2017/5/12,000063.SZ,涓叴閫氳 涓€浜?杩愯惀鍟?宸茬粡 灞曞紑 G 鐩稿叧 鎶€鏈?娴嬭瘯 ,-1
2017/5/14,000063.SZ,鍏夊ぇ 閫氫俊 鍛ㄦ姤 涓?绉诲姩 鍚姩 鏅€?鍏夌紗 闆嗛噰 楠岃瘉 鍏夌氦 琛屼笟 楂?鏅皵 涓?鐢典俊 鎸佺画 鍔犵爜 鐗?鑱旂綉 甯冨眬 ,-1
2017/5/15,000063.SZ,鍥藉悰 閫氫俊 瀹嬪槈鍚?鍥㈤槦 涓Щ 鍐?闆嗛噰 娴峰 鎻?闇€姹?绾ょ紗 浠?绱т繌 閫氫俊 琛屼笟鍔ㄦ€?璺熻釜 ,-1
